ID Immagine	Testo Naturale	Testo Generato	Correzione Testo Generato	Error Type	Language	image_activity	image_object	image_context	Processed Text	Translated Text	gender_label	old_ID_img
5e4bd73f-ccae-4daf-93de-dcfc4d4b0f13	"
بين الإثارة والسرعة 🏎️
‏عاش زوار ⁧‫#فورمولا1_في_السعودية ‬⁩
‏أجواء استثنائية ومميزة 🎆

‏⁧‫#روح_قبل_لا_يروح"	a green and white truck parked in a parking lot	formula one helmet on the track 	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	الإثارة والسرعة عاش زوار فورمولا1 السعودية أجواء استثنائية ومميزة روح يروح	The excitement and speed lived by Saudi Formula 1 visitors	No_human	c140324VisitSaudiAR_img_10.png
41e77766-0fee-46ad-828b-ac6edeac7222	"
#حلبة_كورنيش_جدة‬.. أطول حلبة شوارع في العالم تستعد اليوم لاستقبال ‫#فورمولا1_في_السعودية‬ 🏎️

احجزوا الآن عبر موقع روح السعودية

‫#روح_قبل_لا_يروح"	a race track with a bunch of racers on it	a racing car on the track	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	حلبة كورنيش جدة أطول حلبة شوارع العالم تستعد اليوم لاستقبال فورمولا1 السعودية احجزوا عبر موقع روح السعودية روح يروح	The Jeddah Corniche Circuit, the longest street circuit, is preparing today to receive Formula 1 Saudi	No_human	c140324VisitSaudiAR_img_11.png
cca79fcc-09a0-4892-bd52-9bb2006cd6db	"
ساعات من الفكاهة والتسلية في عرض ""لا تتبع شغفك"" مع الفنان طلال الشيخي على مسرح محمد العلي داخل بوليفارد سيتي! 🎭

#روح_قبل_لا_يروح
#موسم_الرياض"	a man holding a sign with a cartoon character on it	a man holding a microphone in front of a text	Evaluation Error	ar	gesture&emotions	art&entertainment	culture	ساعات الفكاهة والتسلية عرض تتبع شغفك الفنان طلال الشيخي مسرح محمد العلي داخل بوليفارد سيتي روح يروح موسم الرياض	Hall and entertainment hours, showing your passion, artist Talal Al -Sheikhi, the theater of Mohamed Al -Ali, inside Bolivard City	male	c140324VisitSaudiAR_img_12.png
f896fb82-1293-49f6-aead-e4e20b2f41e9	"
في عرض فني يُعيد الإلهام والخيال انطلقوا في رحلة استثنائية مع #بينالي_الدرعية_للفن_المعاصر ✨
TikTok 📸: yas.meeeen

للحجز عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a row of glasses filled with liquid on top of a table	a row of glasses filled with liquid on top of a table	No Error	ar	not_analyzed	not_analyzed	not_analyzed	عرض فني عيد الإلهام والخيال انطلقوا رحلة استثنائية بينالي الدرعية للفن المعاصر TikTok yas meeeen للحجز عبر موقع روح السعودية روح يروح	Inspirational and imaginative artistic offer set up an exceptional journey of the Diriyah Biennial for Contemporary Art Tiktok Yas Meeen for reservation through the spirit of Saudi Arabia, a soul that goes	No_human	c140324VisitSaudiAR_img_13.png
e36f490d-ccdc-4131-85e5-0215c7b59e54	"
من #حلبة_كورنيش_جدة 🌊.. ينطلق غداً #فورمولا1_في_السعودية على أسرع وأطول مضمار شوارع في العالم 🏎️🏁

احجزوا تذاكركم الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a young man is looking at the camera while holding a toothbrush	a young man is looking at the camera while singing	Evaluation Error	ar	gesture&emotions	art&entertainment	culture	حلبة كورنيش جدة ينطلق فورمولا1 السعودية أسرع وأطول مضمار شوارع العالم احجزوا تذاكركم عبر موقع روح السعودية روح يروح	The Jeddah Corniche Circuit launches Saudi Formula 1	male	c140324VisitSaudiAR_img_14.png
d8bb71ea-c2c0-47c8-9a94-04aa2f32fda3	"
تجربة سينمائية استثنائية في #موسم_الرياض! 🎥
استمتعوا برؤية فريدة على شاشات عملاقة تأسر الحواس داخل سينما ذا بلانيت 🤩

للحجز عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a large group of people sitting on top of a stage	a large group of people sitting on top of a stage	No Error	ar	not_analyzed	not_analyzed	not_analyzed	تجربة سينمائية استثنائية موسم الرياض استمتعوا برؤية فريدة شاشات عملاقة تأسر الحواس داخل سينما بلانيت للحجز عبر موقع روح السعودية روح يروح	An exceptional cinematic experience, Riyadh season. Enjoy a unique vision of giant screens that capture the senses inside the Planet Cinema for reservation through the spirit of Saudi Arabia, a soul that goes	mixed	c140324VisitSaudiAR_img_15.png
60331589-14d4-4e0a-8398-cf34df9b4544	"
انطلقوا في رحلة رائعة مع #بينالي_الدرعية_للفن_المعاصر! ✨
واستمتعوا باستكشاف عوالم فنية جديدة في قاعة مدخل البينالي وعالم مليء بالأعمال الفنية التفاعلية والزمنية 💫

للمزيد عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a white dog sitting on top of a white table	sculptures in an exhibition	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	انطلقوا رحلة رائعة بينالي الدرعية للفن المعاصر واستمتعوا باستكشاف عوالم فنية جديدة قاعة مدخل البينالي وعالم مليء بالأعمال الفنية التفاعلية والزمنية للمزيد عبر موقع روح السعودية روح يروح	They launched a wonderful journey of the Diriyah Biennial for Contemporary Art and enjoyed exploring new artistic worlds	No_human	c140324VisitSaudiAR_img_16.png
17916378-c54b-40ee-8d26-ed356ebc2091	"
استعدوا لرؤية أفخم وأندر السيارات بالحدث الأهم في عالم السيارات بالشرق الأوسط في معرض SEVEN Concours 🏎️

للحجز عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الرياض"	a white truck parked in a parking lot	a white truck parked in a parking lot	No Error	ar	not_analyzed	not_analyzed	not_analyzed	استعدوا لرؤية أفخم وأندر السيارات بالحدث الأهم عالم السيارات بالشرق الأوسط معرض SEVEN Concours للحجز عبر موقع روح السعودية روح يروح موسم الرياض	Get ready to see the most luxurious and rarest cars in the most important event of the car in the Middle East.	No_human	c140324VisitSaudiAR_img_17.png
8f7ea9eb-9e97-491b-9bc0-371a61ae9396	"
لا تفوتوا الفرصة لحضور #أصايل عرض الخيل الأول من نوعه في المملكة ضمن فعاليات #موسم_الدرعية 🐎

احجزوا تذاكركم الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a painting of a baseball player on a chalkboard	white text on a black background	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	تفوتوا الفرصة لحضور أصايل عرض الخيل الأول نوعه المملكة فعاليات موسم الدرعية احجزوا تذاكركم عبر موقع روح السعودية روح يروح	We miss the opportunity to attend the first horse show, the Kingdom of the Kingdom, the activities of the Diriyah season, book your tickets through the spirit of Saudi Arabia, a spirit that goes	No_human	c140324VisitSaudiAR_img_18.png
24eb09ca-2963-466d-8f5b-9aac37c9b615	"
تنتظركم آفاق جديدة وفرص رائعة ونظرة مستقبلية ملهمة في مؤتمر ‫#ليب24 ✨

4 - 7 مارس 🗓️

احجزوا الآن عبر موقع روح السعودية

‫#روح_قبل_لا_يروح"	a crowd of people standing around a large auditorium	a crowd of people standing around a large auditorium	No Error	ar	not_analyzed	not_analyzed	not_analyzed	تنتظركم آفاق جديدة وفرص رائعة ونظرة مستقبلية ملهمة مؤتمر ليب24 4 7 مارس احجزوا عبر موقع روح السعودية روح يروح	New horizons, wonderful opportunities, and a future look, are waiting for you to inspire the Leb 24 Conference.	mixed	c140324VisitSaudiAR_img_19.png
b2bf9aab-b095-4208-ace5-4bbd1a74ba1b	"
استمتع في رحلة ممتعة تأخذك لاستكشاف أسرار خيبر! 🌄✨
وعيش تجربة فريدة تكشف عن جمال التضاريس في سفاري غروب الشمس في براكين محمية خيبر 🌋

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح
#العلا"	a person standing on top of a rock with a mountain	a person standing on top of a rock with a mountain	No Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتع رحلة ممتعة تأخذك لاستكشاف أسرار خيبر وعيش تجربة فريدة تكشف جمال التضاريس سفاري الشمس براكين محمية خيبر احجز عبر موقع روح السعودية روح يروح العلا	Enjoy a pleasant journey that takes you to explore the secrets of Khyber and live a unique experience that reveals the beauty of the terrain.	mixed	c140324VisitSaudiAR_img_20.png
2c6d4aae-cc60-4a70-8bd4-0958e249cc50	"
استمتعوا بمشاهدة بطولة #موسم_الرياض للسنوكر بنسختها الأولى على المسرح العالمي في بوليفارد سيتي 🎱
ابتداءً من 4 مارس 🗓️

احجزوا الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح"	a man standing on top of a green and white tennis court	a man playing billiards	Recognition Error	ar	sportive	art&entertainment	city	استمتعوا بمشاهدة بطولة موسم الرياض للسنوكر بنسختها الأولى المسرح العالمي بوليفارد سيتي ابتداء 4 مارس احجزوا عبر موقع روح السعودية روح يروح	Enjoy watching the Riyadh season for the Snooker season in its first version, the world theater, Bolivard City, starting March 4, reserve through the spirit of Saudi Arabia, the spirit of going	male	c140324VisitSaudiAR_img_21.png
bbe8a9a3-fc0b-4416-bf18-0c44834e02ba	"
استمتعوا في منزال بفعاليات مليئة بالفرح والمتعة على أرض ترويك 🌟

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الدرعية"	a brown and white horse standing next to a wooden fence	a brown and white horse standing in a cage	Evaluation Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتعوا منزال بفعاليات مليئة بالفرح والمتعة أرض ترويك احجز عبر موقع روح السعودية روح يروح موسم الدرعية	Enjoy a place with events full of joy and pleasure, a land that tells you reserve through the site of the soul of Saudi Arabia	No_human	c140324VisitSaudiAR_img_22.png
96a0a123-cec5-4834-84fa-daf213f8fba5	"
عيشوا بين الموضة والجمال ‫في عالم ""باربي"" في بوليفارد سيتي 👗👜

احجزوا الآن عبر موقع روح السعودية

‫⁧‫#روح_قبل_لا_يروح‬⁩‬
‫⁧‫#موسم_الرياض"	two people sitting on a bench in front of a window	two children sitting on a bench in front of a shelf	Evaluation Error	ar	not_analyzed	not_analyzed	not_analyzed	عيشوا الموضة والجمال عالم باربي بوليفارد سيتي احجزوا عبر موقع روح السعودية روح يروح موسم الرياض	Live fashion and beauty, Barbie Bolivard City, book, through the Spirit of Saudi Arabia, a spirit that goes to the Riyadh season	mixed	c140324VisitSaudiAR_img_23.png
15d985a8-db92-4a87-be2b-7194c4df9e3d	"
في عرض أصايل المسرحي؛ عيش قصة شجاعة وإصرار على ظهور الخيول الأصيلة! 🏇

احجز الآن عبر موقع روح السعودية

#روح_قبل_لا_يروح
#موسم_الدرعية"	a large auditorium with a large screen in front of it	a large auditorium with a large screen in front of it	No Error	ar	not_analyzed	not_analyzed	not_analyzed	عرض أصايل المسرحي عيش قصة شجاعة وإصرار ظهور الخيول الأصيلة احجز عبر موقع روح السعودية روح يروح موسم الدرعية	Asayel theatrical show lives the story of the courage and persistence	No_human	c140324VisitSaudiAR_img_24.png
2abcce59-0533-44da-a48d-b67620c45c16	"
استمتع بجولة مذهلة بين أندر السيارات في مهرجان سڤن كونكورس 😍✨

احجز الآن عبر موقع روح السعدوية

#روح_قبل_لا_يروح
#موسم_الرياض"	a vintage car is parked in a parking lot	a vintage car is parked in a parking lot	No Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتع بجولة مذهلة أندر السيارات مهرجان سڤن كونكورس احجز عبر موقع روح السعدوية روح يروح موسم الرياض	Enjoy an amazing tour of the rarest cars.	No_human	c140324VisitSaudiAR_img_25.png
06054c4a-4f59-489d-bfda-54f85a7ce3f4	"‏‏‎ ‎
عيش أجمل الأجواء الموسيقية مع أفضل الدي جي من حول العالم 🥁

احجز تذكرتك الآن عبر الرابط في البايو

#روح_السعودية"	a blurry picture of a computer screen	a blurry picture of a dj set	Evaluation Error	ar	not_analyzed	not_analyzed	not_analyzed	عيش أجمل الأجواء الموسيقية أفضل الدي جي العالم احجز تذكرتك عبر الرابط البايو روح السعودية	Live the most beautiful musical atmosphere.	No_human	d200524VisitSaudi.ar_img_0.png
d560af87-5946-4ad0-9c6f-8a8080fd4078	"
استمتع بأوقات رائعة في بلاي لاند داخل بوليفارد سيتي ✨
مع التجارب المتنوعة والأجواء المميزة 🎆

#روح_السعودية
#تقويم_الرياض"	a neon sign that is on top of a fire hydrant	a neon sign that is on top of an entrance	Evaluation Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتع بأوقات رائعة بلاي لاند داخل بوليفارد سيتي التجارب المتنوعة والأجواء المميزة روح السعودية تقويم الرياض	Enjoy great times Play Land inside Bolivard City various experiences and distinctive atmosphere Saudi Spirit Right Riyadh	No_human	d200524VisitSaudi.ar_img_1.png
69594f94-358e-4f21-b77e-84508b3e0bc9	"
في فيا رياض استمتع بالأجواء الفاخرة ✨
مع العديد من المطاعم والمقاهي المميزة 🍱

#روح_السعودية
#تقويم_الرياض"	a sign for a restaurant with a neon sign above it	a sign on a building with a neon sign above it	Evaluation Error	ar	not_analyzed	not_analyzed	not_analyzed	فيا رياض استمتع بالأجواء الفاخرة العديد المطاعم والمقاهي المميزة روح السعودية تقويم الرياض	Via Riyad enjoy the luxurious atmosphere many restaurants and cafes distinctive Saudi Spirit of Riyadh	No_human	d200524VisitSaudi.ar_img_2.png
5e12b925-a07c-426b-b5a6-be310a014456	"
لحظات استثنائية اكتشفها في تجربة جولة الحجر ⛰️
وعيش جمال العراقة والتراث في العلا ✨

#روح_السعودية
#لحظات_العلا"	a man holding a cell phone in front of a camera	a woman holding a cell phone in front of a camera	Evaluation Error	ar	gesture&emotions	art&entertainment	culture	لحظات استثنائية اكتشفها تجربة جولة الحجر وعيش جمال العراقة والتراث العلا روح السعودية لحظات العلا	Exceptional moments discovered by the experience of the stone tour and the livelihood of the beauty and heritage of Al -Ula Spirit of Saudi Arabia	female	d200524VisitSaudi.ar_img_3.png
1224c9a9-df44-4694-83ef-7967316509af	"
استمتعوا بأجواء مميزة مع الأهل والأصدقاء في #بينالي_الدرعية_للفن_المعاصر ✨
وعيشوا جمال الفنون المعاصرة مع العديد من الأعمال الإبداعية 🌌
TikTok📸: theeyeea

#روح_السعودية"	a white toilet sitting next to a white sink	white sculptures on exhibition	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتعوا بأجواء مميزة الأهل والأصدقاء بينالي الدرعية للفن المعاصر وعيشوا جمال الفنون المعاصرة العديد الأعمال الإبداعية TikTok theeyeea روح السعودية	Enjoy a distinctive atmosphere of family and friends Biennial Diriyah for contemporary art and live the beauty of contemporary arts	No_human	d200524VisitSaudi.ar_img_4.png
ae2dfed9-a64f-4206-b060-1437d1da1402	"
عيشوا لحظات ممتعة بين الفن والموسيقى بمتحف طارق عبدالحكيم في جدة 👏

#روح_السعودية"	a woman standing in front of a wall holding a sign	a woman standing in front of a wall pointing a frame	Evaluation Error	ar	static_position	art&entertainment	culture	عيشوا لحظات ممتعة الفن والموسيقى بمتحف طارق عبدالحكيم جدة روح السعودية	Live	female	d200524VisitSaudi.ar_img_5.png
d9ada446-d4e6-480e-b439-44fce3fe8fbe	"
رحلة فنية استثنائية بانتظارك في #بينالي_الدرعية_للفن_المعاصر ✨
استمتع فيها بالعديد من الأعمال الفنية من حول العالم 🌍

#روح_السعودية"	a collage of photographs of a group of musicians	ampoules hanging and a text	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	رحلة فنية استثنائية بانتظارك بينالي الدرعية للفن المعاصر استمتع بالعديد الأعمال الفنية العالم روح السعودية	An exceptional artistic journey waiting for you, the Diriyah Biennial for Contemporary Art	No_human	d200524VisitSaudi.ar_img_6.png
4efc3f4d-a582-44bb-a14c-12d870f3412b	"
أوقات ممتعة بانتظارك في #بينالي_الدرعية_للفن_المعاصر ✨
استمتع بها مع العديد من الأعمال والفنون المعاصرة 🌌
TikTok📸: buiz29

#روح_السعودية"	a man standing in front of a crowd of people	a man standing in front of a crowd of people	No Error	ar	static_position	people&clothing	culture	أوقات ممتعة بانتظارك بينالي الدرعية للفن المعاصر استمتع العديد الأعمال والفنون المعاصرة TikTok buiz29 روح السعودية	Enjoyable times are waiting for you, the Diriyah Biennial for Contemporary Art. Enjoy many contemporary works and arts.	male	d200524VisitSaudi.ar_img_7.png
59e87f44-db2f-42b2-b630-dd6b33a93c95	"
أجواء المتعة والإثارة بانتظاركم بتجربة كومبات فيلدج في بوليفارد وورلد 🌏

#روح_السعودية
#تقويم_الرياض"	a man standing in front of a wall with a light on	a person shooting with an archery bow	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	أجواء المتعة والإثارة بانتظاركم بتجربة كومبات فيلدج بوليفارد وورلد روح السعودية تقويم الرياض	The atmosphere of pleasure and excitement is waiting for you to experience the Cumbat Fielding Boulevard World Spirit of Saudi Arabia	mixed	d200524VisitSaudi.ar_img_8.png
af631cc9-9641-4615-9994-c78bb903ee52	"
في عرض #أوبرا_زرقاء_اليمامة احضوا بأوقات ممتعة بين الموسيقى والتجارب المتنوعة مع أهلكم وأصدقائكم ✨

للمزيد عبر موقع #روح_السعودية"	a man sitting in front of a group of people	a conductor in front of the orchestra	Evaluation Error	ar	not_analyzed	not_analyzed	not_analyzed	عرض أوبرا زرقاء اليمامة احضوا بأوقات ممتعة الموسيقى والتجارب المتنوعة أهلكم وأصدقائكم للمزيد عبر موقع روح السعودية	Blue Opera, Yamamah, offer fun with fun times, music and various experiences, your family and friends for more via the Saudi Spirit website	No_human	d200524VisitSaudi.ar_img_9.png
ea26e120-f88a-43d5-99ec-d738c6168d5a	"
استمتعوا برحلة مميزة بين العروض الحية والتجارب المتنوعة بمنطقة أمريكا داخل بوليفارد وورلد 🌏

للمزيد عبر موقع #روح_السعودية

#تقويم_الرياض"	a number of people dressed up in costumes	a number of people dressed up in costumes	No Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتعوا برحلة مميزة العروض الحية والتجارب المتنوعة بمنطقة أمريكا داخل بوليفارد وورلد للمزيد عبر موقع روح السعودية تقويم الرياض	Enjoy a special trip live shows and various experiences in America inside Bolivard World for more via the Saudi Spirit website, Riyadh Calendar	mixed	d200524VisitSaudi.ar_img_10.png
e8273e82-00a9-4ec5-9c74-ccdb71bda344	"
استمتعوا بجمال الأجواء والثقافة بمنطقة الهند في بوليفارد وورلد 🇮🇳
أوقات مذهلة بتجارب متنوعة بانتظاركم 🌌

للمزيد عبر موقع #روح_السعودية

#تقويم_الرياض"	a crowd of people standing around a stage performing a dance	a crowd of people standing around a stage performing a dance	No Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتعوا بجمال الأجواء والثقافة بمنطقة الهند بوليفارد وورلد أوقات مذهلة بتجارب متنوعة بانتظاركم للمزيد عبر موقع روح السعودية تقويم الرياض	Enjoy the beauty	mixed	d200524VisitSaudi.ar_img_11.png
4010042f-255e-4ddf-850a-e3d494181ce1	"
#أوبرا_زرقاء_اليمامة.. عرض مدهش يروي لكم قصة مميزة من تراث الجزيرة العربية ✨

للمزيد عبر موقع #روح_السعودية"	a statue of a woman holding a blue umbrella	two people standing on a stage performing theatre	Recognition Error	ar	not_analyzed	not_analyzed	not_analyzed	أوبرا زرقاء اليمامة عرض مدهش يروي قصة مميزة تراث الجزيرة العربية للمزيد عبر موقع روح السعودية	Blue Opera Yamamah is an amazing show that tells a distinctive story of the Arabian Peninsula for more via the Saudi Spirit website	mixed	d200524VisitSaudi.ar_img_12.png
bccbd9d2-3293-4422-b9c2-87ed0e1279e5	"
عيشوا لحظات ممتعة مع الأصدقاء في #بينالي_الدرعية_للفن_المعاصر ✨
واستمتعوا بالعديد من الأعمال الفنية المختلفة 🌌
TikTok📸: army_r99

#روح_السعودية"	a room filled with lots of clothes hanging from the ceiling	a room filled with lots of bags hanging from the ceiling	Evaluation Error	ar	not_analyzed	not_analyzed	not_analyzed	عيشوا لحظات ممتعة الأصدقاء بينالي الدرعية للفن المعاصر واستمتعوا بالعديد الأعمال الفنية المختلفة TikTok army r99 روح السعودية	Live	No_human	d200524VisitSaudi.ar_img_13.png
4c507ca5-2930-43b0-9d0c-7708d94b1b46	"
استمتعوا بلحظات فريدة بمنطقة اليونان في بوليفارد وورلد 🇬🇷
مع التجارب المتنوعة والأجواء المميزة 🌍

للمزيد عبر موقع #روح_السعودية

#تقويم_الرياض"	a person holding a piece of pizza in their hand	a person holding a piece of pizza in their hand	No Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتعوا بلحظات فريدة بمنطقة اليونان بوليفارد وورلد التجارب المتنوعة والأجواء المميزة للمزيد عبر موقع روح السعودية تقويم الرياض	Enjoy unique moments in the Greek region of Boulevard World	mixed	d200524VisitSaudi.ar_img_14.png
d7baa629-3a40-4428-ada5-67eb698e37df	"
بحي الطريف في #موسم_الدرعية عيشوا تجارب رائعة تتعرفون فيها على جمال التراث والأصالة 🚪

للمزيد عبر موقع #روح_السعودية"	a man standing in front of a wall in a room	a man standing in front of a wall in a room	No Error	ar	static_position	structures&buildings	culture	بحي الطريف موسم الدرعية عيشوا تجارب رائعة تتعرفون جمال التراث والأصالة للمزيد عبر موقع روح السعودية	Al -Tarif neighborhood, Al -Diriyah season, lived through wonderful experiences that you know the beauty of heritage and originality for more via the Saudi Spirit website	male	d200524VisitSaudi.ar_img_15.png
afbabb5a-971a-4dbe-a185-a86b87a0189f	"
لحظات مميزة عيشوها في منطقة بريطانيا داخل بوليفارد وورلد 🇬🇧
واستمتعوا بالعديد من التجارب مع الأهل والأصدقاء ✨

للمزيد عبر موقع #روح_السعودية

#تقويم_الرياض"	a man in a suit standing in front of a television	a man in a tunic going out from a building	Recognition Error	ar	no_action	people&clothing	city	لحظات مميزة عيشوها منطقة بريطانيا داخل بوليفارد وورلد واستمتعوا بالعديد التجارب الأهل والأصدقاء للمزيد عبر موقع روح السعودية تقويم الرياض	Distinctive moments, they lived by the British region inside the Bolivard World and enjoyed many experiences of family and friends for more via the Saudi Spirit website, Riyadh Calendar	male	d200524VisitSaudi.ar_img_16.png
26c2db0f-b580-4449-ae86-88f290705dfc	"
عيشوا أجواء الأصالة في #كأس_العلا_للهجن 🐪
واستمتعوا بحضور الفعاليات المصاحبة بين الموسيقى والأزياء ✨

#روح_السعودية
#لحظات_العلا"	a man and a woman standing next to each other	two woman standing next to each other	Evaluation Error	ar	static_position	miscellaneous	culture	عيشوا أجواء الأصالة كأس العلا للهجن واستمتعوا بحضور الفعاليات المصاحبة الموسيقى والأزياء روح السعودية لحظات العلا	Lived	female	d200524VisitSaudi.ar_img_17.png
775aa6ce-0854-4774-a8ff-74fd2474b247	"
لحظات فنية مميزة بانتظاركم في معرض #بينالي_الدرعية_للفن_المعاصر 🌌
استمتعوا فيه بمشاهدة أشكال الفنون المعاصرة ✨

#روح_السعودية"	a neon sign that is on the side of a building	a neon sign that is on the side of a building	No Error	ar	not_analyzed	not_analyzed	not_analyzed	لحظات فنية مميزة بانتظاركم معرض بينالي الدرعية للفن المعاصر استمتعوا بمشاهدة أشكال الفنون المعاصرة روح السعودية	Distinctive artistic moments waiting for you to show you the Diriyah Biennial exhibition for contemporary art. Enjoy watching the forms of contemporary arts	No_human	d200524VisitSaudi.ar_img_18.png
f64622f9-e2f5-4a2b-a8fd-a27fa77c2ecb	"
استمتعوا بلحظات فنية بالمعرض الرقمي الأثير بحي جميل في جدة ✨
وعيشوا أجواء مميزة مع الأهل والأصدقاء 👏

🗓️| 24 أبريل - 11 مايو

#روح_السعودية"	a man standing next to a group of people in the snow	a man and a child in front of a work of art	Recognition Error	ar	no_action	art&entertainment	culture	استمتعوا بلحظات فنية بالمعرض الرقمي الأثير بحي جميل جدة وعيشوا أجواء مميزة الأهل والأصدقاء 24 أبريل 11 مايو روح السعودية	Enjoy artistic moments at the ether digital exhibition in Jamil Jeddah neighborhood and live a distinctive atmosphere of family and friends April 24, the spirit of Saudi Arabia	male	d200524VisitSaudi.ar_img_19.png
69d62477-6ae5-400b-ac40-c1b00a12cdee	"
في ميتاوورلد اكتشف عالمك الافتراضي مع التجارب التفاعلية المتنوعة واللحظات الرائعة في بوليفارد وورلد 🌏

#روح_السعودية
#تقويم_الرياض"	a man in a blue shirt is looking at his cell phone	a woman in a room looking ahead 	Evaluation Error	ar	gesture&emotions	structures&buildings	city	ميتاوورلد اكتشف عالمك الافتراضي التجارب التفاعلية المتنوعة واللحظات الرائعة بوليفارد وورلد روح السعودية تقويم الرياض	Metoorld Discover your virtual world of various interactive experiences and wonderful moments Boulevard World Spirit of Saudi Arabia	female	d200524VisitSaudi.ar_img_20.png
9b1b7df5-e5c6-4cc4-aff1-2978fd10c7b9	"
استمتعوا بتجربة عروض الدلافين في بوليفارد وورلد 🐬
وعيشوا لحظات مميزة مع أطفالكم 👏

#روح_السعودية
#تقويم_الرياض"	a man jumping into the air to catch a frisbee	a dolphin jumping into the air	Evaluation Error	ar	not_analyzed	not_analyzed	not_analyzed	استمتعوا بتجربة عروض الدلافين بوليفارد وورلد وعيشوا لحظات مميزة أطفالكم روح السعودية تقويم الرياض	Enjoy the experience of dolphins Bolivard World and live the distinctive moments of your children, the spirit of Saudi Arabia, the Riyadh calendar	No_human	d200524VisitSaudi.ar_img_21.png
c77af150-c8fd-4367-acb1-62b0688adc97	Did you know that Saudi is home to more than 3,000 islands? From beautiful sailing spots to wildlife filled biospheres, there are so many options to explore and some of the world’s most incredible coral reefs ☀️🌊	a small boat floating on top of a body of water	a small boat floating on top of a body of water	No Error	en	not_analyzed	not_analyzed	not_analyzed	know saudi home island beautiful sailing spot wildlife filled biosphere many option explore world incredible coral reef	know saudi home island beautiful sailing spot wildlife filled biosphere many option explore world incredible coral reef	No_human	n250124VisitSaudi_img_0.png
8c7843ab-971b-48e1-b509-6c081b7e75f3	You will definitely be amazed by how many different things are to do and see in the Eastern Province! From desert wonders to culture, delicious dining to water adventures, this is one destination not to miss when in Saudi.	a woman sitting at a table eating food	a woman sitting at a table eating food	No Error	en	static_position	miscellaneous	nature	definitely amazed many different thing see eastern province desert wonder culture delicious dining water adventure one destination miss saudi	definitely amazed many different thing see eastern province desert wonder culture delicious dining water adventure one destination miss saudi	female	n250124VisitSaudi_img_1.png
9c1fd2bd-d18c-4062-9f56-894499a8c041	Feel the rhythm of the vibrant Riyadh streets and share your precious moments using.	a woman is standing in front of a store	a woman is standing in front of a store	No Error	en	static_position	structures&buildings	city	feel rhythm vibrant riyadh street share precious moment using	feel rhythm vibrant riyadh street share precious moment using	female	n250124VisitSaudi_img_2.png
5b881821-db79-4b17-92a5-907cb2c5b94c	The quaint mountain village of Rijal Almaa is a hidden gem surrounded by green landscapes where you can see some of the countries most charming historical architecture and culture.	a woman is sitting on a brick wall	a woman is sitting on a brick wall	No Error	en	static_position	structures&buildings	nature	quaint mountain village rijal almaa hidden gem surrounded green landscape see country charming historical architecture culture	quaint mountain village rijal almaa hidden gem surrounded green landscape see country charming historical architecture culture	female	n250124VisitSaudi_img_3.png
64c38d42-563c-474d-a616-a5ee23a37c4e	Did you know that Saudi is actually home to a range of dormant volcanoes? These amazing formations are an example of the diversity of Saudi’s natural landscape	a person standing in the sand with an umbrella	a person standing in the sand with a jeep in front of a lake	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	know saudi actually home range dormant volcano amazing formation example diversity saudi natural landscape	know saudi actually home range dormant volcano amazing formation example diversity saudi natural landscape	mixed	n250124VisitSaudi_img_4.png
cd016cdd-709b-4c8d-b11a-3b8e1e785e85	You will find the hours just slip by when you are exploring the charms and beauty of Albalad, one of Jeddah’s most visited historical areas and an UNESCO protected quarter	a woman sitting on a couch in front of a store	a woman sitting on a couch in front of a store	No Error	en	static_position	structures&buildings	culture	find hour slip exploring charm beauty albalad one jeddah visited historical area unesco protected quarter	find hour slip exploring charm beauty albalad one jeddah visited historical area unesco protected quarter	female	n250124VisitSaudi_img_5.png
